,product,num_users
1913,10247,14
1914,3544,88
1915,5073,57
1916,6149,32
1917,7863,28
1918,14,8
1919,10247,43
1920,3544,16
1921,5073,10
1922,6149,2
1923,7863,18
1924,14,50
1925,10247,87
1926,3544,42
1927,5073,23
1928,6149,7
1929,7863,1
1930,14,19
1931,10247,71
1932,3544,55
1933,5073,64
1934,6149,8
1935,7863,70
1936,14,99
1937,10247,67
1938,3544,27
1939,5073,1
1940,6149,12
1941,7863,59
1942,14,7
1943,10247,22
1944,3544,17
1945,5073,10
1946,6149,38
1947,7863,44
1948,14,37
1949,10247,9
1950,3544,56
1951,5073,12
1952,6149,37
1953,7863,87
1954,14,45
1955,10247,17
1956,3544,9
1957,5073,7
1958,6149,92
1959,7863,73
1960,14,18
1961,10247,76
1962,3544,55
1963,5073,14
1964,6149,46
1965,7863,45
1966,14,3
1967,10247,48
1968,3544,11
1969,5073,1
1970,6149,60
1971,7863,41
1972,14,40
1973,10247,48
1974,3544,8
1975,5073,11
1976,6149,84
1977,7863,54
1978,14,20
1979,10247,70
1980,3544,61
1981,5073,82
1982,6149,75
1983,7863,24
1984,14,29
1985,10247,62
1986,3544,19
1987,5073,50
1988,6149,6
1989,7863,43
1990,14,4
1991,10247,26
1992,3544,12
1993,5073,88
1994,6149,28
1995,7863,24
1996,14,25
1997,10247,43
1998,3544,25
1999,5073,2
2000,6149,14
2001,7863,4
2002,14,58
2003,10247,68
2004,3544,9
2005,5073,24
2006,6149,3
2007,7863,2
2008,14,28
2009,10247,2
2010,3544,88
2011,5073,56
2012,6149,35
2013,7863,63
2014,14,38
2015,10247,11
2016,3544,84
2017,5073,80
2018,6149,1
2019,7863,45
2020,14,49
2021,10247,14
2022,3544,26
2023,5073,37
2024,6149,41
2025,7863,91
2026,14,82
2027,10247,17
2028,3544,51
2029,5073,2
2030,6149,86
2031,7863,49
2032,14,83
2033,10247,77
2034,3544,14
2035,5073,19
2036,6149,98
2037,7863,88
2038,14,62
2039,10247,34
2040,3544,7
2041,5073,6
2042,6149,63
2043,7863,9
2044,14,96
2045,10247,2
2046,3544,16
2047,5073,22
2048,6149,18
2049,7863,18
2050,14,79
2051,10247,34
2052,3544,9
2053,5073,37
2054,6149,33
2055,7863,94
2056,14,3
2057,10247,80
2058,3544,31
2059,5073,66
2060,6149,38
2061,7863,1
2062,14,10
2063,10247,3
2064,3544,96
2065,5073,18
2066,6149,27
2067,7863,10
2068,14,29
2069,10247,27
2070,3544,1
2071,5073,7
2072,6149,38
2073,7863,19
2074,14,4
2075,10247,87
2076,3544,2
2077,5073,16
2078,6149,13
2079,7863,16
2080,14,11
2081,10247,31
2082,3544,49
2083,5073,14
2084,6149,23
2085,7863,55
2086,14,6
2087,10247,21
2088,3544,35
2089,5073,14
2090,6149,47
2091,7863,76
2092,14,93
2093,10247,75
2094,3544,71
2095,5073,36
2096,6149,42
2097,7863,29
2098,14,21
2099,10247,9
2100,3544,52
2101,5073,18
2102,6149,76
2103,7863,13
2104,14,75
2105,10247,88
2106,3544,13
2107,5073,51
2108,6149,22
2109,7863,50
2110,14,7
2111,10247,1
2112,3544,92
2113,5073,4
2114,6149,78
2115,7863,27
2116,14,39
2117,10247,25
2118,3544,36
2119,5073,12
2120,6149,10
2121,7863,9
2122,14,5
2123,10247,26
2124,3544,37
2125,5073,34
2126,6149,36
2127,7863,43
2128,14,6
2129,10247,74
2130,3544,35
2131,5073,14
2132,6149,2
2133,7863,62
2134,14,24
2135,10247,7
2136,3544,48
2137,5073,6
2138,6149,25
2139,7863,92
2140,14,54
2141,10247,49
2142,3544,7
2143,5073,72
2144,6149,23
2145,7863,3
2146,14,58
2147,10247,48
2148,3544,39
2149,5073,49
2150,6149,26
2151,7863,9
2152,14,57
2153,10247,85
2154,3544,93
2155,5073,59
2156,6149,27
2157,7863,8
2158,14,9
2159,10247,49
2160,3544,23
2161,5073,71
2162,6149,77
2163,7863,32
2164,14,32
2165,10247,54
2166,3544,12
2167,5073,63
2168,6149,8
2169,7863,27
2170,14,35
2171,10247,0
2172,3544,55
2173,5073,35
2174,6149,42
2175,7863,29
2176,14,31
2177,10247,39
2178,3544,14
2179,5073,36
2180,6149,18
2181,7863,26
2182,14,18
2183,10247,15
2184,3544,97
2185,5073,88
2186,6149,1
2187,7863,74
2188,14,9
2189,10247,75
2190,3544,67
2191,5073,79
2192,6149,24
2193,7863,78
2194,14,9
2195,10247,11
2196,3544,96
2197,5073,89
2198,6149,27
2199,7863,11
2200,14,16
2201,10247,77
2202,3544,55
2203,5073,23
2204,6149,17
2205,7863,24
2206,14,24
2207,10247,86
2208,3544,33
2209,5073,64
2210,6149,7
2211,7863,12
2212,14,28
2213,10247,23
2214,3544,35
2215,5073,27
2216,6149,2
2217,7863,52
2218,14,4
2219,10247,31
2220,3544,14
2221,5073,43
2222,6149,31
2223,7863,12
2224,14,75
2225,10247,1
2226,3544,32
2227,5073,40
2228,6149,34
2229,7863,47
2230,14,81
2231,10247,79
2232,3544,71
2233,5073,16
2234,6149,68
2235,7863,68
2236,14,73
2237,10247,42
2238,3544,76
2239,5073,28
2240,6149,55
2241,7863,58
2242,14,13
2243,10247,19
2244,3544,75
2245,5073,29
2246,6149,34
2247,7863,33
2248,14,34
2249,10247,13
2250,3544,7
2251,5073,66
2252,6149,89
2253,7863,57
2254,14,16
2255,10247,87
2256,3544,87
2257,5073,54
2258,6149,26
2259,7863,79
2260,14,4
2261,10247,57
2262,3544,24
2263,5073,7
2264,6149,13
2265,7863,15
2266,14,37
2267,10247,8
2268,3544,10
2269,5073,5
2270,6149,55
2271,7863,37
2272,14,34
2273,10247,83
2274,3544,64
2275,5073,1
2276,6149,14
2277,7863,52
2278,14,27
2279,10247,58
2280,3544,17
2281,5073,88
2282,6149,68
2283,7863,78
2284,14,37
2285,10247,11
2286,3544,17
2287,5073,34
2288,6149,5
2289,7863,32
2290,14,10
2291,10247,5
2292,3544,72
2293,5073,25
2294,6149,94
2295,7863,89
2296,14,90
2297,10247,32
2298,3544,65
2299,5073,91
2300,6149,57
2301,7863,59
2302,14,82
2303,10247,63
2304,3544,53
2305,5073,1
2306,6149,38
2307,7863,27
2308,14,37
2309,10247,69
2310,3544,3
2311,5073,13
2312,6149,91
2313,7863,35
2314,14,65
2315,10247,78
2316,3544,29
2317,5073,70
2318,6149,18
2319,7863,27
2320,14,75
2321,10247,4
2322,3544,14
2323,5073,35
2324,6149,95
2325,7863,93
2326,14,12
2327,10247,14
2328,3544,39
2329,5073,3
2330,6149,50
2331,7863,23
2332,14,38
2333,10247,25
2334,3544,33
2335,5073,96
2336,6149,1
2337,7863,45
2338,14,5
2339,10247,16
2340,3544,27
2341,5073,1
2342,6149,45
2343,7863,37
2344,14,83
2345,10247,5
2346,3544,18
2347,5073,7
2348,6149,26
2349,7863,18
2350,14,3
2351,10247,51
2352,3544,33
2353,5073,95
2354,6149,13
2355,7863,8
2356,14,13
2357,10247,51
2358,3544,43
2359,5073,46
2360,6149,18
2361,7863,9
2362,14,9
2363,10247,27
2364,3544,30
2365,5073,57
2366,6149,27
2367,7863,89
2368,14,2
2369,10247,35
2370,3544,5
2371,5073,91
2372,6149,26
2373,7863,13
2374,14,18
2375,10247,7
2376,3544,5
2377,5073,15
2378,6149,39
2379,7863,71
2380,14,6
2381,10247,6
2382,3544,75
2383,5073,61
2384,6149,22
2385,7863,15
2386,14,11
2387,10247,7
2388,3544,36
2389,5073,60
2390,6149,19
2391,7863,86
2392,14,39
2393,10247,87
2394,3544,34
2395,5073,20
2396,6149,28
2397,7863,79
2398,14,40
2399,10247,67
2400,3544,49
2401,5073,57
2402,6149,25
2403,7863,75
2404,14,21
2405,10247,37
2406,3544,88
2407,5073,22
2408,6149,35
2409,7863,22
2410,14,56
2411,10247,96
2412,3544,23
2413,5073,26
2414,6149,39
2415,7863,22
2416,14,45
2417,10247,53
2418,3544,38
2419,5073,29
2420,6149,97
2421,7863,3
2422,14,3
2423,10247,4
2424,3544,52
2425,5073,65
2426,6149,0
2427,7863,49
2428,14,5
2429,10247,11
2430,3544,37
2431,5073,0
2432,6149,54
2433,7863,18
2434,14,42
2435,10247,3
2436,3544,47
2437,5073,18
2438,6149,61
2439,7863,11
2440,14,84
2441,10247,11
2442,3544,18
2443,5073,75
2444,6149,58
2445,7863,14
2446,14,30
2447,10247,20
2448,3544,14
2449,5073,21
2450,6149,4
2451,7863,8
2452,14,48
2453,10247,40
2454,3544,70
2455,5073,74
2456,6149,2
2457,7863,38
2458,14,11
2459,10247,18
2460,3544,1
2461,5073,6
2462,6149,18
2463,7863,35
2464,14,14
2465,10247,34
2466,3544,90
2467,5073,93
2468,6149,39
2469,7863,72
2470,14,52
2471,10247,47
2472,3544,18
2473,5073,37
2474,6149,5
2475,7863,41
2476,14,53
2477,10247,39
2478,3544,54
2479,5073,85
2480,6149,53
2481,7863,10
2482,14,59
2483,10247,58
2484,3544,39
2485,5073,4
2486,6149,43
2487,7863,31
2488,14,48
2489,10247,14
2490,3544,62
2491,5073,57
2492,6149,78
2493,7863,5
2494,14,9
2495,10247,29
2496,3544,10
2497,5073,51
2498,6149,5
2499,7863,27
2500,14,6
2501,10247,28
2502,3544,28
2503,5073,29
2504,6149,34
2505,7863,40
2506,14,4
2507,10247,2
2508,3544,69
2509,5073,77
2510,6149,44
2511,7863,34
2512,14,71
2513,10247,31
2514,3544,2
2515,5073,11
2516,6149,35
2517,7863,52
2518,14,12
2519,10247,13
2520,3544,26
2521,5073,77
2522,6149,36
2523,7863,51
2524,14,46
2525,10247,21
2526,3544,19
2527,5073,20
2528,6149,30
2529,7863,33
2530,14,67
2531,10247,93
2532,3544,26
2533,5073,40
2534,6149,27
2535,7863,46
2536,14,8
2537,10247,19
2538,3544,9
2539,5073,35
2540,6149,71
2541,7863,2
2542,14,70
2543,10247,19
2544,3544,85
2545,5073,13
2546,6149,90
2547,7863,60
2548,14,4
2549,10247,97
2550,3544,6
2551,5073,30
2552,6149,90
2553,7863,25
2554,14,52
2555,10247,3
2556,3544,5
2557,5073,21
2558,6149,1
2559,7863,60
2560,14,83
2561,10247,34
2562,3544,35
2563,5073,65
2564,6149,80
2565,7863,6
2566,14,23
2567,10247,23
2568,3544,44
2569,5073,58
2570,6149,60
2571,7863,53
2572,14,58
2573,10247,42
2574,3544,38
2575,5073,11
2576,6149,87
2577,7863,9
2578,14,79
2579,10247,34
2580,3544,3
2581,5073,28
2582,6149,10
2583,7863,56
2584,14,48
2585,10247,37
2586,3544,45
2587,5073,36
2588,6149,8
2589,7863,44
2590,14,52
2591,10247,90
2592,3544,23
2593,5073,15
2594,6149,15
2595,7863,57
2596,14,60
2597,10247,34
2598,3544,9
2599,5073,28
2600,6149,41
2601,7863,8
2602,14,7
2603,10247,7
2604,3544,1
2605,5073,76
2606,6149,69
2607,7863,11
2608,14,1
2609,10247,34
2610,3544,9
2611,5073,65
2612,6149,15
2613,7863,8
2614,14,6
2615,10247,27
2616,3544,6
2617,5073,5
2618,6149,58
2619,7863,21
2620,14,29
2621,10247,36
2622,3544,49
2623,5073,22
2624,6149,3
2625,7863,5
2626,14,13
2627,10247,77
2628,3544,22
2629,5073,12
2630,6149,23
2631,7863,15
2632,14,71
2633,10247,4
2634,3544,78
2635,5073,1
2636,6149,34
2637,7863,65
2638,14,5
2639,10247,58
2640,3544,60
2641,5073,75
2642,6149,84
2643,7863,80
2644,14,30
2645,10247,69
2646,3544,14
2647,5073,86
2648,6149,23
2649,7863,74
2650,14,24
2651,10247,40
2652,3544,48
2653,5073,1
2654,6149,95
2655,7863,54
2656,14,8
2657,10247,5
2658,3544,27
2659,5073,10
2660,6149,26
2661,7863,24
2662,14,98
2663,10247,80
2664,3544,55
2665,5073,17
2666,6149,0
2667,7863,6
2668,14,22
2669,10247,19
2670,3544,31
2671,5073,54
2672,6149,69
2673,7863,59
2674,14,16
2675,10247,12
2676,3544,36
2677,5073,5
2678,6149,3
2679,7863,19
2680,14,88
2681,10247,31
2682,3544,33
2683,5073,29
2684,6149,11
2685,7863,9
2686,14,8
2687,10247,91
2688,3544,77
2689,5073,87
2690,6149,44
2691,7863,9
2692,14,48
2693,10247,5
2694,3544,24
2695,5073,34
2696,6149,53
2697,7863,47
2698,14,28
2699,10247,7
2700,3544,52
2701,5073,77
2702,6149,66
2703,7863,4
2704,14,31
2705,10247,90
2706,3544,63
2707,5073,69
2708,6149,46
2709,7863,7
2710,14,61
2711,10247,4
2712,3544,44
2713,5073,43
2714,6149,28
2715,7863,62
2716,14,6
2717,10247,29
2718,3544,15
2719,5073,87
2720,6149,20
2721,7863,27
2722,14,72
2723,10247,59
2724,3544,72
2725,5073,1
2726,6149,58
2727,7863,11
2728,14,94
2729,10247,70
2730,3544,5
2731,5073,40
2732,6149,95
2733,7863,55
2734,14,87
2735,10247,52
2736,3544,19
2737,5073,8
2738,6149,43
2739,7863,29
2740,14,19
2741,10247,75
2742,3544,10
2743,5073,46
2744,6149,29
2745,7863,88
2746,14,85
2747,10247,17
2748,3544,44
2749,5073,10
2750,6149,70
2751,7863,5
2752,14,39
2753,10247,27
2754,3544,20
2755,5073,39
2756,6149,51
2757,7863,10
2758,14,52
2759,10247,23
2760,3544,45
2761,5073,20
2762,6149,41
2763,7863,34
2764,14,56
2765,10247,46
2766,3544,83
2767,5073,77
2768,6149,90
2769,7863,96
2770,14,95
2771,10247,30
2772,3544,42
2773,5073,47
2774,6149,91
2775,7863,12
2776,14,51
2777,10247,56
2778,3544,15
2779,5073,28
2780,6149,53
2781,7863,15
2782,14,3
2783,10247,86
2784,3544,31
2785,5073,11
2786,6149,26
2787,7863,4
2788,14,50
2789,10247,25
2790,3544,25
2791,5073,84
2792,6149,43
2793,7863,62
2794,14,11
2795,10247,7
2796,3544,46
2797,5073,28
2798,6149,31
2799,7863,56
2800,14,62
2801,10247,41
2802,3544,34
2803,5073,73
2804,6149,14
2805,7863,2
2806,14,10
2807,10247,96
2808,3544,2
2809,5073,4
2810,6149,13
2811,7863,19
2812,14,71
2813,10247,29
2814,3544,6
2815,5073,38
2816,6149,40
2817,7863,47
2818,14,41
2819,10247,10
2820,3544,14
2821,5073,23
2822,6149,30
2823,7863,92
2824,14,32
2825,10247,9
2826,3544,29
2827,5073,74
2828,6149,34
2829,7863,6
2830,14,10
2831,10247,7
2832,3544,25
2833,5073,55
2834,6149,81
2835,7863,15
2836,14,82
2837,10247,59
2838,3544,40
2839,5073,68
2840,6149,52
2841,7863,19
2842,14,5
2843,10247,11
2844,3544,63
2845,5073,96
2846,6149,92
2847,7863,21
2848,14,53
2849,10247,12
2850,3544,20
2851,5073,96
2852,6149,18
2853,7863,15
2854,14,18
2855,10247,12
2856,3544,33
2857,5073,35
2858,6149,63
2859,7863,17
2860,14,37
2861,10247,12
2862,3544,7
2863,5073,9
2864,6149,46
2865,7863,4
2866,14,56
2867,10247,29
2868,3544,4
2869,5073,30
2870,6149,5
2871,7863,55
2872,14,19
2873,10247,25
2874,3544,89
2875,5073,3
2876,6149,57
2877,7863,54
2878,14,66
2879,10247,4
2880,3544,10
2881,5073,95
2882,6149,6
2883,7863,17
2884,14,16
2885,10247,6
2886,3544,90
2887,5073,11
2888,6149,15
2889,7863,56
2890,14,14
2891,10247,6
2892,3544,34
2893,5073,6
2894,6149,5
2895,7863,66
2896,14,97
2897,10247,25
2898,3544,11
2899,5073,81
2900,6149,2
2901,7863,2
2902,14,3
2903,10247,24
2904,3544,2
2905,5073,20
2906,6149,6
2907,7863,19
2908,14,75
2909,10247,25
2910,3544,60
2911,5073,56
2912,6149,25
2913,7863,84
2914,14,41
2915,10247,83
2916,3544,81
2917,5073,8
2918,6149,3
2919,7863,24
2920,14,4
2921,10247,33
2922,3544,12
2923,5073,18
2924,6149,60
2925,7863,83
2926,14,29
2927,10247,21
2928,3544,46
2929,5073,3
2930,6149,47
2931,7863,25
2932,14,87
2933,10247,25
2934,3544,17
2935,5073,29
2936,6149,49
2937,7863,3
2938,14,18
2939,10247,17
2940,3544,3
2941,5073,33
2942,6149,84
2943,7863,55
2944,14,16
2945,10247,93
2946,3544,15
2947,5073,12
2948,6149,23
2949,7863,87
2950,14,85
2951,10247,99
2952,3544,51
2953,5073,67
2954,6149,77
2955,7863,94
2956,14,22
2957,10247,13
2958,3544,41
2959,5073,40
2960,6149,89
2961,7863,8
2962,14,36
2963,10247,91
2964,3544,13
2965,5073,6
2966,6149,54
2967,7863,37
2968,14,37
2969,10247,10
2970,3544,34
2971,5073,17
2972,6149,36
2973,7863,14
2974,14,4
2975,10247,53
2976,3544,38
2977,5073,60
2978,6149,6
2979,7863,72
2980,14,15
2981,10247,86
2982,3544,3
2983,5073,40
2984,6149,39
2985,7863,97
2986,14,27
2987,10247,31
2988,3544,81
2989,5073,60
2990,6149,86
2991,7863,16
2992,14,27
2993,10247,5
2994,3544,20
2995,5073,38
2996,6149,1
2997,7863,39
2998,14,18
2999,10247,20
3000,3544,60
3001,5073,63
3002,6149,10
3003,7863,66
3004,14,11
3005,10247,97
3006,3544,56
3007,5073,80
3008,6149,94
3009,7863,48
3010,14,3
3011,10247,29
3012,3544,27
3013,5073,81
3014,6149,59
3015,7863,17
3016,14,12
3017,10247,43
3018,3544,11
3019,5073,1
3020,6149,75
3021,7863,58
3022,14,18
3023,10247,0
3024,3544,50
3025,5073,42
3026,6149,7
3027,7863,98
3028,14,69
3029,10247,98
3030,3544,86
3031,5073,95
3032,6149,4
3033,7863,13
3034,14,12
3035,10247,5
3036,3544,12
3037,5073,89
3038,6149,97
3039,7863,7
3040,14,15
3041,10247,26
3042,3544,9
3043,5073,63
3044,6149,5
3045,7863,37
3046,14,46
3047,10247,9
3048,3544,45
3049,5073,9
3050,6149,49
3051,7863,36
3052,14,14
3053,10247,97
3054,3544,89
3055,5073,20
3056,6149,11
3057,7863,26
3058,14,50
3059,10247,5
3060,3544,97
3061,5073,57
3062,6149,20
3063,7863,41
3064,14,3
3065,10247,45
3066,3544,25
3067,5073,49
3068,6149,30
3069,7863,29
3070,14,11
3071,10247,34
3072,3544,32
3073,5073,2
3074,6149,5
3075,7863,4
3076,14,10
3077,10247,99
3078,3544,53
3079,5073,12
3080,6149,40
3081,7863,3
3082,14,43
3083,10247,20
3084,3544,13
3085,5073,91
3086,6149,47
3087,7863,15
3088,14,16
3089,10247,19
3090,3544,73
3091,5073,52
3092,6149,73
3093,7863,8
3094,14,2
3095,10247,40
3096,3544,83
3097,5073,23
3098,6149,9
3099,7863,96
3100,14,28
3101,10247,41
3102,3544,8
3103,5073,22
3104,6149,79
3105,7863,16
3106,14,48
3107,10247,64
3108,3544,8
3109,5073,68
3110,6149,36
3111,7863,68
3112,14,25
3113,10247,39
3114,3544,30
3115,5073,6
3116,6149,46
3117,7863,56
3118,14,29
3119,10247,93
3120,3544,1
3121,5073,18
3122,6149,54
3123,7863,55
3124,14,48
3125,10247,1
3126,3544,16
3127,5073,75
3128,6149,21
3129,7863,22
3130,14,99
3131,10247,16
3132,3544,25
3133,5073,26
3134,6149,19
3135,7863,2
3136,14,9
3137,10247,33
3138,3544,19
3139,5073,50
3140,6149,53
3141,7863,88
3142,14,44
3143,10247,8
3144,3544,23
3145,5073,15
3146,6149,47
3147,7863,1
3148,14,41
3149,10247,37
3150,3544,40
3151,5073,76
3152,6149,58
3153,7863,13
3154,14,61
3155,10247,53
3156,3544,97
3157,5073,34
3158,6149,96
3159,7863,93
3160,14,12
3161,10247,7
3162,3544,82
3163,5073,38
3164,6149,54
3165,7863,40
3166,14,7
3167,10247,48
3168,3544,49
3169,5073,93
3170,6149,94
3171,7863,55
3172,14,3
3173,10247,9
3174,3544,97
3175,5073,60
3176,6149,83
3177,7863,21
3178,14,45
3179,10247,15
3180,3544,35
3181,5073,85
3182,6149,44
3183,7863,21
3184,14,12
3185,10247,4
3186,3544,31
3187,5073,51
3188,6149,97
3189,7863,63
3190,14,64
3191,10247,22
3192,3544,34
3193,5073,18
3194,6149,74
3195,7863,4
3196,14,55
3197,10247,1
3198,3544,9
3199,5073,42
3200,6149,54
3201,7863,96
3202,14,25
3203,10247,44
3204,3544,7
3205,5073,9
3206,6149,5
3207,7863,29
3208,14,44
3209,10247,12
3210,3544,17
3211,5073,26
3212,6149,60
3213,7863,48
3214,14,44
3215,10247,84
3216,3544,48
3217,5073,16
3218,6149,64
3219,7863,1
3220,14,27
3221,10247,24
3222,3544,53
3223,5073,1
3224,6149,29
3225,7863,76
3226,14,50
3227,10247,48
3228,3544,11
3229,5073,4
3230,6149,85
3231,7863,82
3232,14,6
3233,10247,45
3234,3544,27
3235,5073,58
3236,6149,89
3237,7863,45
3238,14,50
3239,10247,13
3240,3544,12
3241,5073,52
3242,6149,23
3243,7863,9
3244,14,19
3245,10247,79
3246,3544,0
3247,5073,12
3248,6149,2
3249,7863,5
3250,14,10
3251,10247,59
3252,3544,11
3253,5073,25
3254,6149,5
3255,7863,15
3256,14,23
3257,10247,25
3258,3544,16
3259,5073,59
3260,6149,21
3261,7863,60
3262,14,24
3263,10247,70
3264,3544,29
3265,5073,60
3266,6149,24
3267,7863,85
3268,14,80
3269,10247,10
3270,3544,53
3271,5073,9
3272,6149,5
3273,7863,62
3274,14,45
3275,10247,56
3276,3544,67
3277,5073,7
3278,6149,69
3279,7863,43
3280,14,31
3281,10247,4
3282,3544,98
3283,5073,82
3284,6149,52
3285,7863,11
3286,14,14
3287,10247,10
3288,3544,4
3289,5073,32
3290,6149,92
3291,7863,75
3292,14,0
3293,10247,19
3294,3544,14
3295,5073,50
3296,6149,46
3297,7863,46
3298,14,58
3299,10247,97
3300,3544,71
3301,5073,16
3302,6149,29
3303,7863,6
3304,14,76
3305,10247,27
3306,3544,72
3307,5073,16
3308,6149,56
3309,7863,80
3310,14,4
3311,10247,43
3312,3544,44
3313,5073,42
3314,6149,99
3315,7863,14
3316,14,88
3317,10247,79
3318,3544,80
3319,5073,23
3320,6149,41
3321,7863,28
3322,14,27
3323,10247,3
3324,3544,6
3325,5073,48
3326,6149,15
3327,7863,46
3328,14,2
3329,10247,7
3330,3544,15
3331,5073,4
3332,6149,14
3333,7863,9
3334,14,1
3335,10247,80
3336,3544,11
3337,5073,16
3338,6149,11
3339,7863,33
3340,14,68
3341,10247,39
3342,3544,28
3343,5073,23
3344,6149,45
3345,7863,6
3346,14,44
3347,10247,21
3348,3544,29
3349,5073,12
3350,6149,4
3351,7863,48
3352,14,81
3353,10247,29
3354,3544,52
3355,5073,31
3356,6149,4
3357,7863,27
3358,14,34
3359,10247,49
3360,3544,30
3361,5073,68
3362,6149,40
3363,7863,68
3364,14,48
3365,10247,45
3366,3544,43
3367,5073,5
3368,6149,72
3369,7863,10
3370,14,12
3371,10247,65
3372,3544,6
3373,5073,82
3374,6149,84
3375,7863,56
3376,14,6
3377,10247,78
3378,3544,1
3379,5073,21
3380,6149,21
3381,7863,1
3382,14,28
3383,10247,70
3384,3544,12
3385,5073,15
3386,6149,72
3387,7863,13
3388,14,30
3389,10247,27
3390,3544,68
3391,5073,6
3392,6149,74
3393,7863,85
3394,14,14
3395,10247,75
3396,3544,66
3397,5073,94
3398,6149,97
3399,7863,93
3400,14,4
3401,10247,11
3402,3544,22
3403,5073,39
3404,6149,89
3405,7863,29
3406,14,11
3407,10247,30
3408,3544,13
3409,5073,52
3410,6149,11
3411,7863,17
3412,14,89
3413,10247,16
3414,3544,29
3415,5073,26
3416,6149,66
3417,7863,55
3418,14,7
3419,10247,8
3420,3544,7
3421,5073,50
3422,6149,69
3423,7863,0
3424,14,32
3425,10247,44
3426,3544,53
3427,5073,2
3428,6149,43
3429,7863,71
3430,14,28
3431,10247,31
3432,3544,14
3433,5073,66
3434,6149,27
3435,7863,3
3436,14,2
3437,10247,2
3438,3544,31
3439,5073,16
3440,6149,17
3441,7863,92
3442,14,17
3443,10247,89
3444,3544,36
3445,5073,9
3446,6149,17
3447,7863,33
3448,14,24
3449,10247,60
3450,3544,59
3451,5073,35
3452,6149,19
3453,7863,61
3454,14,9
3455,10247,25
3456,3544,4
3457,5073,4
3458,6149,2
3459,7863,79
3460,14,85
3461,10247,4
3462,3544,50
3463,5073,12
3464,6149,34
3465,7863,3
3466,14,31
3467,10247,1
3468,3544,52
3469,5073,7
3470,6149,13
3471,7863,3
3472,14,41
3473,10247,6
3474,3544,20
3475,5073,60
3476,6149,53
3477,7863,30
3478,14,72
3479,10247,8
3480,3544,66
3481,5073,68
3482,6149,35
3483,7863,11
3484,14,1
3485,10247,55
3486,3544,34
3487,5073,10
3488,6149,55
3489,7863,24
3490,14,12
3491,10247,66
3492,3544,85
3493,5073,12
3494,6149,24
3495,7863,33
3496,14,4
3497,10247,78
3498,3544,34
3499,5073,96
3500,6149,43
3501,7863,25
3502,14,9
3503,10247,6
3504,3544,72
3505,5073,28
3506,6149,83
3507,7863,62
3508,14,18
3509,10247,51
3510,3544,27
3511,5073,20
3512,6149,48
3513,7863,17
3514,14,27
3515,10247,41
3516,3544,43
3517,5073,1
3518,6149,83
3519,7863,95
3520,14,3
3521,10247,77
3522,3544,77
3523,5073,5
3524,6149,27
3525,7863,95
3526,14,60
3527,10247,55
3528,3544,37
3529,5073,21
3530,6149,93
3531,7863,14
3532,14,99
3533,10247,30
3534,3544,5
3535,5073,17
3536,6149,33
3537,7863,23
3538,14,38
3539,10247,13
3540,3544,46
3541,5073,11
3542,6149,85
3543,7863,8
3544,14,15
3545,10247,4
3546,3544,51
3547,5073,15
3548,6149,97
3549,7863,3
3550,14,64
3551,10247,26
3552,3544,24
3553,5073,38
3554,6149,72
3555,7863,79
3556,14,2
3557,10247,6
3558,3544,3
3559,5073,23
3560,6149,10
3561,7863,8
3562,14,19
3563,10247,53
3564,3544,85
3565,5073,86
3566,6149,18
3567,7863,81
3568,14,89
3569,10247,26
3570,3544,98
3571,5073,43
3572,6149,69
3573,7863,2
3574,14,2
3575,10247,48
3576,3544,13
3577,5073,81
3578,6149,81
3579,7863,32
3580,14,59
3581,10247,70
3582,3544,14
3583,5073,23
3584,6149,22
3585,7863,33
3586,14,14
3587,10247,36
3588,3544,20
3589,5073,54
3590,6149,22
3591,7863,7
3592,14,52
3593,10247,9
3594,3544,4
3595,5073,41
3596,6149,26
3597,7863,16
3598,14,18
3599,10247,30
3600,3544,13
3601,5073,45
3602,6149,4
3603,7863,69
3604,14,66
3605,10247,94
3606,3544,6
3607,5073,19
3608,6149,23
3609,7863,69
3610,14,31
3611,10247,5
3612,3544,34
3613,5073,3
3614,6149,6
3615,7863,2
3616,14,67
3617,10247,47
3618,3544,37
3619,5073,94
3620,6149,18
3621,7863,15
3622,14,58
3623,10247,33
3624,3544,8
3625,5073,59
3626,6149,30
3627,7863,3
3628,14,40
3629,10247,67
3630,3544,24
3631,5073,16
3632,6149,22
3633,7863,17
3634,14,32
3635,10247,99
3636,3544,97
3637,5073,28
3638,6149,16
3639,7863,27
3640,14,13
3641,10247,1
3642,3544,76
3643,5073,32
3644,6149,90
3645,7863,94
3646,14,38
3647,10247,44
3648,3544,17
3649,5073,40
3650,6149,19
3651,7863,16
3652,14,6
3653,10247,11
3654,3544,6
3655,5073,0
3656,6149,34
3657,7863,2
3658,14,58
3659,10247,13
3660,3544,48
3661,5073,2
3662,6149,30
3663,7863,26
3664,14,60
3665,10247,40
3666,3544,14
3667,5073,80
3668,6149,36
3669,7863,91
3670,14,2
3671,10247,43
3672,3544,52
3673,5073,18
3674,6149,89
3675,7863,12
3676,14,44
3677,10247,23
3678,3544,24
3679,5073,27
3680,6149,16
3681,7863,56
3682,14,9
3683,10247,90
3684,3544,59
3685,5073,4
3686,6149,76
3687,7863,36
3688,14,23
3689,10247,63
3690,3544,42
3691,5073,17
3692,6149,9
3693,7863,18
3694,14,16
3695,10247,6
3696,3544,63
3697,5073,16
3698,6149,20
